# Time, Peak at 2097 cm^-1, Peak at 2173 cm^-1
0.000000000000000000e+00 3.391153713399968073e+00 8.684164981149988805e+00
3.666666666666666408e-01 4.039979905249961867e+00 1.021781191579999337e+01
6.999999999999999556e-01 4.325769105349960952e+00 1.101766616454999514e+01
1.016666666666666607e+00 4.137165534899962971e+00 1.035010913414999045e+01
1.333333333333333259e+00 3.928546866349962752e+00 9.722837438449991154e+00
1.666666666666666741e+00 3.887497557299963713e+00 9.606494813799990595e+00
1.983333333333333393e+00 3.872535466549964056e+00 9.536869758099987493e+00
2.299999999999999822e+00 3.867253587749963639e+00 9.497581039799991132e+00
2.616666666666666696e+00 4.940335013549954191e+00 1.172223556045000059e+01
2.950000000000000178e+00 1.274367653184988036e+01 1.361762894514999189e+01
3.266666666666666607e+00 1.471887551724986309e+01 1.763623649840000240e+01
3.583333333333333481e+00 1.509104483564986054e+01 1.835990387545000502e+01
3.899999999999999911e+00 1.505238246194985763e+01 1.814697977440000898e+01
4.233333333333333393e+00 1.398911009714986875e+01 1.521815558119999601e+01
4.549999999999999822e+00 1.383540242474987103e+01 1.452629967704999103e+01
4.866666666666666252e+00 1.381421229764987224e+01 1.428753632989999289e+01
5.183333333333333570e+00 1.379774932769987039e+01 1.410961870544999286e+01
5.516666666666666607e+00 1.525358382454985673e+01 1.745562115145001059e+01
5.833333333333333037e+00 2.179068203974978957e+01 2.055737687660000290e+01
6.150000000000000355e+00 2.399930695639977785e+01 2.316429002895001332e+01
8.400000000000000355e+00 2.091204486159981002e+01 1.778491104520000476e+01
8.733333333333332504e+00 2.418667004209978089e+01 1.785874368375000287e+01
9.066666666666666430e+00 3.005652126149971082e+01 1.919376157930000204e+01
9.383333333333332860e+00 3.040139036749971524e+01 1.788608837394999540e+01
9.716666666666666785e+00 2.938888739949972972e+01 1.702349497554999758e+01
1.003333333333333321e+01 3.033814524349971009e+01 1.687860064879999911e+01
1.034999999999999964e+01 3.061526426599971273e+01 1.670415265979999475e+01
1.066666666666666607e+01 3.065589404199970502e+01 1.650448931694999999e+01
1.100000000000000000e+01 3.073014535949970849e+01 1.637273151985000297e+01
1.131666666666666643e+01 3.065504641749970816e+01 1.635287881225000106e+01
1.163333333333333286e+01 3.151763020349971001e+01 1.496058953000000180e+01
1.194999999999999929e+01 3.412983547399966255e+01 1.205528948010000789e+01
1.228333333333333321e+01 3.433372856449967259e+01 1.112422377585001065e+01
1.259999999999999964e+01 3.479683644799966658e+01 1.041537404665000821e+01
1.291666666666666607e+01 3.462916757549967173e+01 9.925576719200011055e+00
1.325000000000000000e+01 3.506059842949966310e+01 9.550717308000010064e+00
1.356666666666666643e+01 3.479520764849967662e+01 9.267092698900009751e+00
1.388333333333333286e+01 3.454983299699968313e+01 9.045872912350013451e+00
1.419999999999999929e+01 3.494300441999966722e+01 8.859649494650010837e+00
1.451666666666666750e+01 3.507913819899967223e+01 8.676222122800014702e+00
1.685000000000000142e+01 3.417495065499967666e+01 4.976724565750017426e+00
1.718333333333333357e+01 3.432163417249966386e+01 5.857660440200016971e+00
1.750000000000000000e+01 3.382904512699964528e+01 4.729773544300016397e+00
1.781666666666666643e+01 3.387320308099968713e+01 4.523990880400018177e+00
1.813333333333333286e+01 3.367231422249969341e+01 4.440807074400018095e+00
1.846666666666666501e+01 3.273542976949969585e+01 5.911293863300016049e+00
1.878333333333333499e+01 2.996788683599972103e+01 4.705167915350016550e+00
1.910000000000000142e+01 3.372728307299968975e+01 4.445562235950017538e+00
1.941666666666666785e+01 3.360523455499969003e+01 4.466006277650018674e+00
1.975000000000000000e+01 3.285062198099969777e+01 5.897716766200017169e+00
2.006666666666666643e+01 2.787032591199974974e+01 4.369538072500017911e+00
2.038333333333333286e+01 3.356662239949968551e+01 4.180034563000018188e+00
2.071666666666666501e+01 3.378826501349969647e+01 4.196080722850018319e+00
2.103333333333333499e+01 3.351521725799968721e+01 4.978223581900016903e+00
2.135000000000000142e+01 3.408050730749967983e+01 4.287480831750017707e+00
2.166666666666666785e+01 3.381689430399967478e+01 4.057445339250018712e+00
2.200000000000000000e+01 3.374667490999964770e+01 3.928395417350018626e+00
2.231666666666666643e+01 3.177194112599969955e+01 4.336461966600017703e+00
2.263333333333333286e+01 3.368252451549969351e+01 3.978428876400017522e+00
2.296666666666666501e+01 3.364558336499969471e+01 3.799105161550018206e+00
2.411666666666666714e+01 3.343594831649968313e+01 3.637393094650017922e+00
2.446666666666666501e+01 3.365482030199966346e+01 3.744886877950017734e+00
2.480000000000000071e+01 3.339071773199969329e+01 4.672660556250016306e+00
2.511666666666666714e+01 3.340681973699967244e+01 3.653378254000017034e+00
2.543333333333333357e+01 3.353895043099968376e+01 3.543622072250018018e+00
2.575000000000000000e+01 3.026017572499972630e+01 3.559393252850017397e+00
2.608333333333333215e+01 3.345405804999968069e+01 3.694676531000018471e+00
2.639999999999999858e+01 3.289143840199968594e+01 3.559295438650018184e+00
2.671666666666666501e+01 3.380126072399967541e+01 3.415060927000018509e+00
2.703333333333333499e+01 3.360990975149967852e+01 3.416713627200017811e+00
2.736666666666666714e+01 3.163231195849971300e+01 3.707504336350017304e+00
2.768333333333333357e+01 3.377152535949968382e+01 3.794353297850018514e+00
2.800000000000000000e+01 3.382641572249968931e+01 3.672779986600018809e+00
2.831666666666666643e+01 3.381629258549968142e+01 3.539772754350018591e+00
2.864999999999999858e+01 3.396162754849967769e+01 5.082412343400016574e+00
2.896666666666666501e+01 3.112997676249971590e+01 3.757594337000018214e+00
2.928333333333333499e+01 3.376322411149968872e+01 3.578869760900018182e+00
2.960000000000000142e+01 3.090321916699970117e+01 3.422073162900018506e+00
2.993333333333333357e+01 3.380794071849968674e+01 3.530066597700018072e+00
3.025000000000000000e+01 3.374036461799968123e+01 3.549286400100018835e+00
3.119999999999999929e+01 3.382706188049967722e+01 3.545215737400019052e+00
3.155000000000000071e+01 3.368399948849968695e+01 3.453687504200019021e+00
3.188333333333333286e+01 3.371551859949968133e+01 3.439430437550019537e+00
3.220000000000000284e+01 3.172512932599970981e+01 3.395750745950018690e+00
3.251666666666666572e+01 3.374395402249965059e+01 3.398849629200018541e+00
3.285000000000000142e+01 3.345704840199969254e+01 3.253079968350018447e+00
3.316666666666666430e+01 3.360524643299969227e+01 3.154814091650019137e+00
3.348333333333333428e+01 3.358927877549968599e+01 3.213899812750019347e+00
3.381666666666666998e+01 3.349363667749969409e+01 3.364063212450019602e+00
3.413333333333333286e+01 3.374922353799968278e+01 3.327359113900019594e+00
3.445000000000000284e+01 3.317343145599969034e+01 3.119224630150019273e+00
3.476666666666666572e+01 3.342964744299969482e+01 3.197833077350019870e+00
3.510000000000000142e+01 3.381633622099968761e+01 3.310603675200019413e+00
3.541666666666666430e+01 3.362727080499968224e+01 3.215599660450020103e+00
3.573333333333333428e+01 3.372199655749967917e+01 3.173697649850019342e+00
3.604999999999999716e+01 3.350317980849968791e+01 3.244572384550020061e+00
3.636666666666666714e+01 3.338233088849968766e+01 3.069798359900019591e+00
3.670000000000000284e+01 3.359064759599967687e+01 3.052886558650019566e+00
3.701666666666666572e+01 3.331679926399969105e+01 2.944286991900019412e+00
3.733333333333333570e+01 3.348834789499968423e+01 2.996332817050018971e+00
3.776666666666666572e+01 3.393514287899968451e+01 3.139702236950019820e+00
3.810000000000000142e+01 3.383101514699968249e+01 3.082544735250019929e+00
3.841666666666666430e+01 3.364134990349968746e+01 3.055635136550019837e+00
3.873333333333333428e+01 3.350603739849967866e+01 2.945747943000019298e+00
3.904999999999999716e+01 3.361982907899968609e+01 2.945269647850019989e+00
3.938333333333333286e+01 3.361202958049967293e+01 2.920704317000020200e+00
3.970000000000000284e+01 3.383371615849968350e+01 2.936784978200019491e+00
4.001666666666666572e+01 3.379571263849967977e+01 3.111333116150020395e+00
4.033333333333333570e+01 3.297950264399969456e+01 3.107449800650019522e+00
4.066666666666666430e+01 3.375139946249968403e+01 2.939563518750019533e+00
4.098333333333333428e+01 3.378895765649968297e+01 2.833455701600019250e+00
4.129999999999999716e+01 3.352222489499968816e+01 2.764340935550019474e+00
4.163333333333333286e+01 3.356333243799969068e+01 2.731527533950018682e+00
4.195000000000000284e+01 3.353059965599967995e+01 2.712236047400019334e+00
4.226666666666666572e+01 3.355252344199968206e+01 2.677959153750019361e+00
4.258333333333333570e+01 3.388478079649968322e+01 2.652746997750019098e+00
4.289999999999999858e+01 3.373597906049968032e+01 2.626427624400018868e+00
4.323333333333333428e+01 3.361237939699967114e+01 2.597533216900019148e+00
4.354999999999999716e+01 3.374044987549967800e+01 2.586510726500019342e+00
4.386666666666666714e+01 3.359209707699968561e+01 2.561681856300018989e+00
4.420000000000000284e+01 3.340451256749968678e+01 2.545330378100019608e+00
4.451666666666666572e+01 3.355958443099968491e+01 2.535674201000019057e+00
4.483333333333333570e+01 3.367650505699969443e+01 2.559000745000019617e+00
4.514999999999999858e+01 3.400273097199968220e+01 2.549558758850019480e+00
4.548333333333333428e+01 3.395787526849967719e+01 2.520440828650019505e+00
4.579999999999999716e+01 3.404426535649967889e+01 2.508604910350018979e+00
4.611666666666666714e+01 3.395409618949969399e+01 2.493156164900019345e+00
4.643333333333333002e+01 3.381607803949967916e+01 2.485600840300019598e+00
4.676666666666666572e+01 3.392044585599968087e+01 2.483815155800019436e+00
4.708333333333333570e+01 3.390634749149967320e+01 2.475591113300019241e+00
4.739999999999999858e+01 3.414635089499967080e+01 2.473399539650019019e+00
4.771666666666666856e+01 3.410027201499968186e+01 2.469951634300019183e+00
4.803333333333333144e+01 3.443639955899967475e+01 2.470332503150019399e+00
4.836666666666666714e+01 3.412689835749968381e+01 2.464534004950019952e+00
4.868333333333333002e+01 3.415246515549967654e+01 2.462434516900019243e+00
4.900000000000000000e+01 3.434442157899968606e+01 2.457067119550019108e+00
4.931666666666666998e+01 3.430439771649967184e+01 2.459544285000019315e+00
4.964999999999999858e+01 3.431242472749967476e+01 2.463035303700019885e+00
4.996666666666666856e+01 3.451383754699966744e+01 2.454289581600019865e+00
5.028333333333333144e+01 3.430585982899967945e+01 2.455657255950018936e+00
